,PC1,PC2,PC3,PC4,PC5,Claims,Pred,Score,Index
6240,-0.8922766235364635,0.3645315575075248,-0.3599540190810961,0.697058870289213,-0.1311380170185171,0,0,0.7152306641143292,val
14843,-1.0787285369638973,-0.4968199825442758,0.7225078495423259,0.46383838676666467,0.037611364720269526,1,1,0.7014049467683856,val
26883,2.3566111444721676,-0.5336269631089885,-0.06697646925806852,-0.811426786032261,-1.5268617917112546,0,0,0.7227973514760078,val
25892,-1.517211415706678,1.7363656329566315,-0.13180804315343617,-0.8466863115458347,-0.2412783037571166,1,0,0.7167794706736393,val
7545,-1.3183573717186177,0.2617695851410719,-0.28112883567328956,-0.0843029803055503,-0.2392060639305425,0,1,0.7084833697896742,val
2993,0.41754619046280894,0.27533072103142164,-0.815455377160707,-0.5573995081587257,-1.03199277474018,0,1,0.7103596493916395,val
19538,2.981845040113497,-0.5351763276636685,-0.38775035820683473,-0.587849096010774,0.65160187712967,0,1,0.7040265580705661,val
15672,-0.5198671912248845,0.41271573890841085,-0.1182488650821062,0.25698935844032433,0.05577236099678726,1,1,0.7014378083802068,val
18470,-1.2808353491628761,0.27076227356427063,-0.1933530590531678,0.06551067412171134,-0.22954062521243013,0,1,0.7045213126125169,val
20888,-0.8590122987451845,0.22633525965793475,-0.22104391619427669,-0.03456499464429541,-0.23503099537541036,1,1,0.7077535047797439,val
10381,1.2506971505827935,-0.40333823975580724,-0.7608463084759443,-0.5589144719830912,-1.9894995922258651,1,0,0.7159315063468964,val
6438,-1.7443550256743836,0.1802064871576489,0.2663058265466459,-0.21792214616288016,0.33489588959786015,1,1,0.7059103090095027,val
27470,-1.456584073776476,-0.9777067459068921,1.6807076814457058,1.043654875355999,-1.4913933297963844,0,1,0.7050539093308188,val
24168,-1.513886851749459,0.2408656112957773,-0.1847914640293993,-0.21429828222838052,0.0740728306000834,1,1,0.710569062579589,val
3361,-1.7984498776758535,0.0672911591193981,0.05088595174512298,-0.18227899453385946,-0.16007205569169478,1,1,0.7025128147026185,val
21706,-0.2947617294091093,-1.3672021798474976,1.421578036023873,1.4320803666955655,-1.2818644444121685,0,1,0.7017342423824295,val
9470,-1.6592513354943348,0.24428744316604054,0.09470066496670941,-0.3953129246651239,-0.12066292857563297,1,1,0.705723026678514,val
19897,-1.2620093915837525,0.2358598956540513,0.7027287607520561,-0.5391925648167745,0.2581483446294164,0,1,0.7081466234493503,val
12153,0.07833570216634955,0.18966925655990968,-0.3562115597223296,0.16819632241995539,0.5234692927585533,0,0,0.7138441862133483,val
384,1.8551886067443988,1.5323194143130157,-0.6951489882261083,-0.5277530989510181,-0.23464429364920103,1,1,0.7023683113052455,val
27570,-0.709329634055769,-0.9897129785111114,3.462342427943334,0.47508886569966563,-0.6799437127603456,1,1,0.6828711284989907,val
5340,-0.8847959493907998,-0.11201977618331108,-0.030640210967459305,-0.17100097740488962,-1.0154112387651923,0,1,0.7028577290284623,val
17323,-0.7314883109472998,0.0883916142468808,0.11002912339036762,-0.530714652516253,-0.04833515949318849,1,1,0.709661028145171,val
13770,1.856943640976517,-0.30307271671905467,-0.6721690452773392,-0.5030052359455198,0.28378327198232417,1,1,0.7010840823324159,val
20308,-1.0113898650328892,-0.9688504017957777,0.30252486602742695,0.29436768672467994,1.477323054196484,1,1,0.7006791941877959,val
10372,-0.876336123094785,0.0728093691638751,-0.2554432623398133,-0.05870798287359819,-0.21071273302222598,0,0,0.7124773336153862,val
22953,-0.5123922493505,0.17768183325149386,-0.399389577344427,-0.12139396182252662,-0.04707233327246219,1,0,0.7158830931279715,val
20859,-1.007898211005818,-0.09684729458322054,-0.026993405488597924,0.2720923961918754,0.6360871277228594,0,1,0.7097603231430403,val
14094,1.9225660333029853,-0.9265683787309225,0.1657564740908346,-0.7291614069422062,-2.160511755149589,1,0,0.7204673876627491,val
11638,1.318157159326739,-0.19719888738280017,-0.6418327260504476,-0.398738081544654,0.4445903965748266,1,0,0.7134306990765303,val
17521,-0.5378327267077576,0.09511641351688081,-0.34727996989804044,-0.3072984936014645,0.3319672186522134,1,0,0.7200633147996464,val
4228,-1.1176464354500475,-3.7049972671723084,5.5596361558944745,3.4025021498705823,-4.113068271514371,0,1,0.6988304470333083,val
2401,-1.0963409365995025,0.04074360801819312,-0.27494090128366155,-0.5593787641136097,-1.4479052399047592,1,1,0.7015565291665004,val
16272,0.6541585666082053,-0.0368660449102837,-0.39404682801856855,-0.5626127188462088,-0.5241662480628922,1,0,0.7204133463933475,val
17141,-0.6555306620874698,0.17597407707339652,-0.3972273616639056,-0.17920524203421875,-0.13496033120410497,1,0,0.7167688627288156,val
32096,-0.7642137721679032,1.3749567127858302,-0.15892510897136908,-0.7273005024909219,-0.4936470895961937,0,1,0.7089026769105051,val
31072,-0.9158875317700558,-0.12132787675922059,0.10907790655846139,-0.0347370820571715,0.5003172581564322,1,1,0.7062022966440451,val
16454,-1.1127369959035731,-2.4332681302652626,-0.4338035311207356,0.8869702621891135,0.7570819347117053,0,1,0.6849273300213133,val
12971,-1.3052536276628395,0.12380749156540358,0.9512249252335987,-0.22208387830813928,0.39099822327947853,1,1,0.7056764884997977,val
6580,0.08916586919534818,-0.1701666733804991,0.30833825396507675,-0.1188898747087349,-0.1646776262673851,0,1,0.7039511572516671,val
24253,-0.646518917451478,-0.2360047748127771,-0.33135482626220186,0.0859592066599679,0.38227161140452925,0,0,0.7208714659456031,val
12525,-0.727143027853746,-0.5144322585293089,0.11836700885334142,-0.16874347981657845,-0.1970827310446732,1,0,0.7120004718311631,val
25878,-0.2585040752818033,0.15630911111841794,-0.15389970966900773,-0.24777996101626118,0.6834568799571318,1,0,0.711617430307275,val
30646,-0.3141815934978363,0.23773594168584083,-0.39049059227186306,0.003440682313586957,0.1119215875898557,0,0,0.7130418534922508,val
22791,-0.49289482109003585,0.15051908123846267,-0.3868030536306556,-0.0591551631433416,-0.11294385628971139,0,0,0.7144892969694814,val
5642,-0.7373874094301374,0.13503993926106017,-0.2600141884035222,0.07651738964596834,0.2836305239720756,1,0,0.7133978783140391,val
26789,3.3381813900708073,-1.4890038886654278,-0.5639482734798942,0.37910876441832625,0.11220316670049453,0,0,0.7240466785076634,val
21408,-0.5830576413466741,0.10318717503837349,-0.3844129981066627,-0.32468383163060477,-0.06667645147473784,1,0,0.7200869538677602,val
25273,1.0466186447045656,1.88819720483778,0.06713769782651989,-1.030153057431608,-2.3139097626779286,1,0,0.727153642558697,val
15842,-1.5775481312122595,0.27179628109273546,0.09784730676070133,-0.20973192829272574,-0.10516656781528098,1,1,0.7012780848057106,val
1494,1.1792779239830615,2.114762102990125,-0.7494580625588834,5.174790468649873,2.448104909615108,1,1,0.7080104848892341,val
30153,1.388307442795375,-1.3197270697878674,0.0038172589918113098,0.1717510142597411,0.6506579827509132,1,0,0.720165216118949,val
10968,-0.47304278689974305,-0.48375273780898775,-0.05358875587396956,0.18738600318340762,-0.24111204922503818,1,1,0.7095339477346455,val
1462,1.95881654352526,-0.16921331596445385,-0.3899101115928094,0.46877417295107027,1.020946182355076,0,0,0.7168632334101938,val
16963,-1.5680618082062647,-0.5656230100307182,-0.24140662932959706,-0.12968918697961565,-0.2123008344442433,1,0,0.7250708493375908,val
22341,-0.8286105317864931,0.10584292793512695,-0.29854525822191913,-0.16250459622070168,0.1874526925058787,0,0,0.7175295612724638,val
31805,3.0614340696716535,0.9004153473011867,-0.3033303492397223,-1.4552629031115132,-0.7482529852381792,0,0,0.7133776866830707,val
29332,3.1995084337307875,-0.6100015064832605,-0.6392076127259584,-0.7010021534592374,0.020375327581653804,0,1,0.6994646467993362,val
3923,-0.37110735678455026,-0.3142132570386809,-0.036049593791231786,-0.17220024010395063,0.2876102140619276,1,0,0.711646810389522,val
21575,-0.5747933455642645,-0.2618813014343048,-0.02219281267938469,0.013275314151488958,0.11093529241119153,1,1,0.7093786424450741,val
6127,-0.41513601156290125,-0.3123036315531032,0.5893334935544322,0.19831804548113693,-0.3648419733765853,1,1,0.6979364533222663,val
28511,3.76522286486222,-1.843088224094851,-0.12006651778951877,0.2501334681019469,-1.6335738435778475,0,0,0.7342956471802696,val
2861,-0.7216635547073618,-0.1396393485129224,0.21290325063432472,-0.03064261297268845,0.15564099984471436,1,1,0.702670087663094,val
22663,-0.055281509425591166,0.0013623008216820452,0.5597387019878961,-0.7595463380135352,0.20862290970891073,0,1,0.7066312185693818,val
1612,1.9289537267778454,-0.12310320699432488,-0.016307006206720952,-0.2174773676076932,-1.2740720634106442,1,0,0.7165405632529658,val
25550,-0.6331803657695232,0.1325685994515627,-0.382497127511488,-0.1955378392673436,-0.033462495385324115,1,0,0.7181095701200233,val
12948,-1.604789601982426,0.18480818502913232,-0.21303900501081638,-0.38479645513680527,-0.336036176188311,1,1,0.7087015032314423,val
31010,-0.7028117337327828,-0.6062690738595978,-0.3670497589803602,0.14153264062283608,0.4871688009880138,1,0,0.7236585024449372,val
18018,3.191484458846364,-0.9389565347103231,-0.14310810535000995,-0.40098164417654825,-0.40283149382901656,1,1,0.7108031147848525,val
10948,-1.9762131416202515,-0.3426374277884968,0.19103598876837424,0.16038334018420314,0.013332183196345024,1,1,0.707019791116788,val
10245,-0.19602579756490465,-1.1064561105297221,1.503784007277521,1.207136412165083,-1.6249007318134234,0,1,0.6984946075101435,val
15580,-0.3754803748971338,-0.05584297386797396,-0.18631921662653605,-0.29520506828686927,0.24644865382545447,1,0,0.7152487895989142,val
18139,-0.566264622819192,0.16901355180733196,-0.3832243526338319,-0.055153534801751475,0.015641368023159206,0,0,0.7156714098356569,val
14132,-0.528182466773073,0.07661427732858708,-0.3453401431705992,-0.21488405934134527,-0.0910954171092475,1,0,0.7169683138428404,val
23106,-1.5956526067691912,0.7367607147334444,0.13736112795199662,-0.15583971971657112,0.3120880094050077,0,1,0.6984452745712783,val
6832,-0.45097886001214277,0.1479206392710131,-0.3270094119900373,-0.1054717334086105,0.5994597456464519,1,0,0.7168719526585607,val
18060,-0.46342508304579244,0.14162479141235634,-0.38780744861890887,-0.2064298997652979,0.011243898745586815,1,0,0.7174134854086526,val
4525,-0.5569240915359631,0.057960494712309824,-0.05590467676119217,-0.4694733055163692,0.13073219641588998,1,0,0.7122800885847299,val
19123,-1.197816493475328,0.22660404555244523,0.09264696155302357,-0.2790956305122189,-0.06012615209127386,1,1,0.7047386509982799,val
26363,-0.1155467802195327,0.07402253809862995,-0.2147715478072177,0.29899156256492393,-0.05085337437431235,1,1,0.7050096342266654,val
19700,-0.19068816575504527,-0.3318733548465004,-0.04786109158030216,-0.2652900932505845,0.39734932895479863,1,0,0.7129637067056261,val
24525,-0.18690116064842788,-0.13848932149994272,-0.43457555904756756,0.2833799218563661,0.12319210469832206,1,0,0.7160703769106178,val
31172,2.73343919715017,0.5702262546135564,-0.6660002796145493,1.8047509091346707,-1.4126488492678253,0,1,0.7010985175080781,val
4775,-0.4398741548327431,0.1374887635010218,-0.3570513354302739,-0.009798812842943077,0.01590558295117803,0,0,0.7138387358868845,val
11390,-1.1685889882188638,-0.3001458471264611,-0.1222851295659499,-0.05745526348907214,-0.13074328066002386,1,0,0.7165312822447112,val
25253,-0.4383360549684509,0.640398570048192,-0.42910180338723797,-0.06147350623266836,-0.3804247115719329,1,1,0.703111070045875,val
1008,2.459344993224547,-0.59183369937689,-0.2932886129204334,0.7777388946301861,-0.9318948720810021,1,1,0.7097475916206265,val
7280,0.5250288587250721,-0.007471440933849451,-0.8644622370780793,-0.18802982361548662,-1.0944552231360363,1,1,0.7097973848495575,val
5112,-0.5746044774579576,0.19789069740632226,-0.3436677769595655,0.0022139258000554206,0.5766368255354455,0,0,0.7167820022831162,val
28513,2.365565823031146,-1.5469930341462546,1.3449145099008264,0.2870199157447531,2.13511229112284,0,1,0.7079522496214707,val
14785,-0.5782139428327284,-1.2645675829224172,0.2865030537876469,0.34962072801453226,0.12058744077440545,1,1,0.7065041012020118,val
20901,-0.08026101162247024,3.323333725530684,0.14277315254266482,-1.3138442360963536,-1.0980439457107258,1,0,0.7244328521346157,val
31617,-0.650309924042755,1.5873640333010492,-0.14688989341129685,-1.0303586502921234,-0.24456923798683702,1,0,0.7156349835450722,val
4445,-0.611597853805992,0.12617963812862035,-0.40136907421068163,-0.2326255138958818,-0.12653751596290388,1,0,0.7185499768611082,val
31622,-1.1064957407353846,0.3744820003407658,-0.20367269821674103,0.2026106915931944,0.3505337935504362,0,1,0.7094431510637927,val
6505,-0.49509709816022845,0.049553304849574056,-0.35708773141380756,-0.32456131450384285,-0.12117840575050265,1,0,0.7192933377160587,val
31706,2.330254503247108,-0.9196274943930947,-0.04856251625491316,-0.5927603260864646,-1.5759620125067901,1,0,0.7222444739831514,val
26948,-1.2563529897310286,-0.08851209137763671,0.21932243861933856,0.011381112636737523,-0.5125725967382748,0,1,0.7005653410885232,val
5648,-0.7453337478802289,0.14208837383556358,0.0691576834601044,-0.019908773126639558,0.662296971923128,1,1,0.7039414615602446,val
16410,1.9590612327248733,-0.19594639105942738,-0.030849764031194212,0.830519694281957,0.7252151464461445,0,1,0.7090584735066255,val
26746,-0.7352176013207432,0.14163913339339373,-0.3526976165902246,-0.21502318507884638,0.27670291616932663,1,0,0.7195975090421299,val
18757,-0.5381080613348236,0.6490091196320554,-0.448553189846328,1.2676637328968317,0.6381054931088412,1,0,0.718007090224017,val
26633,-0.9578517823465109,0.130433716444837,0.11887119068038193,-0.4676082582216943,0.06311572605537627,1,1,0.7085389677379985,val
23842,-1.6900109137705628,0.20465560382405534,-0.21173315616201663,-0.3604501415295187,-0.3063587242515931,1,1,0.7066931709410359,val
19793,2.955252892258669,-1.363042511393361,-0.35943862080837036,-0.5631289910887851,-1.0559841882967147,1,0,0.7158482274326721,val
4885,-0.2911557140878298,0.38416701152702215,-0.44597173150588626,0.4024718458108487,0.017722022546033396,1,1,0.7093502255762363,val
31112,-0.42805308885898,0.05836693730835787,-0.37223396442256745,-0.38476026810051395,0.05275982159710162,1,0,0.7212034723102823,val
12914,0.38039381778132164,7.785435294770192,2.341032771733687,-0.9631123151436554,-2.456259618271844,1,1,0.6941251890575398,val
9318,-1.8730960998191277,0.3003860718689873,-0.15682555831118,-0.04900691089586037,0.16389576545167941,1,1,0.702529592574413,val
12004,-0.7239326233847694,1.596217942859617,-0.04071420006595349,-0.5336843405053803,-0.04624453102849154,1,1,0.7076360672998784,val
22444,0.9376169470322805,-0.03220263144325944,-0.6237319819931778,-0.1000519958065034,1.0986519357735471,0,0,0.7233125912319587,val
17897,2.943024433069022,-0.5673835784297623,-0.3570175255470604,-0.6139492438893324,0.6178525656820836,1,1,0.7027631453707385,val
